,PassengerId,Survived,Pclass,Sex-Male,Age,SibSp,Parch,Fare,Cabin-A,Cabin-B,Cabin-C,Cabin-D,Cabin-E,Cabin-F,Cabin-G,Cabin_Count,Embarked-C,Embarked-Q,Embarked-S
445,446,1,1,1,4.0,0,2,81.8583,1,0,0,0,0,0,0,0,0,0,1
446,447,1,2,0,13.0,0,1,19.5,0,0,0,0,0,0,0,0,0,0,1
447,448,1,1,1,34.0,0,0,26.55,0,0,0,0,0,0,0,0,0,0,1
448,449,1,3,0,5.0,2,1,19.2583,0,0,0,0,0,0,0,0,1,0,0
449,450,1,1,1,52.0,0,0,30.5,0,0,1,0,0,0,0,0,0,0,1
450,451,0,2,1,36.0,1,2,27.75,0,0,0,0,0,0,0,0,0,0,1
451,452,0,3,1,29.69911764705882,1,0,19.9667,0,0,0,0,0,0,0,0,0,0,1
452,453,0,1,1,30.0,0,0,27.75,0,0,1,0,0,0,0,0,1,0,0
453,454,1,1,1,49.0,1,0,89.1042,0,0,1,0,0,0,0,0,1,0,0
454,455,0,3,1,29.69911764705882,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
455,456,1,3,1,29.0,0,0,7.8958,0,0,0,0,0,0,0,0,1,0,0
456,457,0,1,1,65.0,0,0,26.55,0,0,0,0,1,0,0,0,0,0,1
457,458,1,1,0,29.69911764705882,1,0,51.8625,0,0,0,1,0,0,0,0,0,0,1
458,459,1,2,0,50.0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,1
459,460,0,3,1,29.69911764705882,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0
460,461,1,1,1,48.0,0,0,26.55,0,0,0,0,1,0,0,0,0,0,1
461,462,0,3,1,34.0,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
462,463,0,1,1,47.0,0,0,38.5,0,0,0,0,1,0,0,0,0,0,1
463,464,0,2,1,48.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,1
464,465,0,3,1,29.69911764705882,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
465,466,0,3,1,38.0,0,0,7.05,0,0,0,0,0,0,0,0,0,0,1
466,467,0,2,1,29.69911764705882,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
467,468,0,1,1,56.0,0,0,26.55,0,0,0,0,0,0,0,0,0,0,1
468,469,0,3,1,29.69911764705882,0,0,7.725,0,0,0,0,0,0,0,0,0,1,0
469,470,1,3,0,0.75,2,1,19.2583,0,0,0,0,0,0,0,0,1,0,0
470,471,0,3,1,29.69911764705882,0,0,7.25,0,0,0,0,0,0,0,0,0,0,1
471,472,0,3,1,38.0,0,0,8.6625,0,0,0,0,0,0,0,0,0,0,1
472,473,1,2,0,33.0,1,2,27.75,0,0,0,0,0,0,0,0,0,0,1
473,474,1,2,0,23.0,0,0,13.7917,0,0,0,1,0,0,0,0,1,0,0
474,475,0,3,0,22.0,0,0,9.8375,0,0,0,0,0,0,0,0,0,0,1
475,476,0,1,1,29.69911764705882,0,0,52.0,1,0,0,0,0,0,0,0,0,0,1
476,477,0,2,1,34.0,1,0,21.0,0,0,0,0,0,0,0,0,0,0,1
477,478,0,3,1,29.0,1,0,7.0458,0,0,0,0,0,0,0,0,0,0,1
478,479,0,3,1,22.0,0,0,7.5208,0,0,0,0,0,0,0,0,0,0,1
479,480,1,3,0,2.0,0,1,12.2875,0,0,0,0,0,0,0,0,0,0,1
480,481,0,3,1,9.0,5,2,46.9,0,0,0,0,0,0,0,0,0,0,1
481,482,0,2,1,29.69911764705882,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
482,483,0,3,1,50.0,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
483,484,1,3,0,63.0,0,0,9.5875,0,0,0,0,0,0,0,0,0,0,1
484,485,1,1,1,25.0,1,0,91.0792,0,1,0,0,0,0,0,0,1,0,0
485,486,0,3,0,29.69911764705882,3,1,25.4667,0,0,0,0,0,0,0,0,0,0,1
486,487,1,1,0,35.0,1,0,90.0,0,0,1,0,0,0,0,0,0,0,1
487,488,0,1,1,58.0,0,0,29.7,0,1,0,0,0,0,0,0,1,0,0
488,489,0,3,1,30.0,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
489,490,1,3,1,9.0,1,1,15.9,0,0,0,0,0,0,0,0,0,0,1
490,491,0,3,1,29.69911764705882,1,0,19.9667,0,0,0,0,0,0,0,0,0,0,1
491,492,0,3,1,21.0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,1
492,493,0,1,1,55.0,0,0,30.5,0,0,1,0,0,0,0,0,0,0,1
493,494,0,1,1,71.0,0,0,49.5042,0,0,0,0,0,0,0,0,1,0,0
494,495,0,3,1,21.0,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
495,496,0,3,1,29.69911764705882,0,0,14.4583,0,0,0,0,0,0,0,0,1,0,0
496,497,1,1,0,54.0,1,0,78.2667,0,0,0,1,0,0,0,0,1,0,0
497,498,0,3,1,29.69911764705882,0,0,15.1,0,0,0,0,0,0,0,0,0,0,1
498,499,0,1,0,25.0,1,2,151.55,0,0,1,0,0,0,0,1,0,0,1
499,500,0,3,1,24.0,0,0,7.7958,0,0,0,0,0,0,0,0,0,0,1
500,501,0,3,1,17.0,0,0,8.6625,0,0,0,0,0,0,0,0,0,0,1
501,502,0,3,0,21.0,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0
502,503,0,3,0,29.69911764705882,0,0,7.6292,0,0,0,0,0,0,0,0,0,1,0
503,504,0,3,0,37.0,0,0,9.5875,0,0,0,0,0,0,0,0,0,0,1
504,505,1,1,0,16.0,0,0,86.5,0,1,0,0,0,0,0,0,0,0,1
505,506,0,1,1,18.0,1,0,108.9,0,0,1,0,0,0,0,0,1,0,0
506,507,1,2,0,33.0,0,2,26.0,0,0,0,0,0,0,0,0,0,0,1
507,508,1,1,1,29.69911764705882,0,0,26.55,0,0,0,0,0,0,0,0,0,0,1
508,509,0,3,1,28.0,0,0,22.525,0,0,0,0,0,0,0,0,0,0,1
509,510,1,3,1,26.0,0,0,56.4958,0,0,0,0,0,0,0,0,0,0,1
510,511,1,3,1,29.0,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0
511,512,0,3,1,29.69911764705882,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
512,513,1,1,1,36.0,0,0,26.2875,0,0,0,0,1,0,0,0,0,0,1
513,514,1,1,0,54.0,1,0,59.4,0,0,0,0,0,0,0,0,1,0,0
514,515,0,3,1,24.0,0,0,7.4958,0,0,0,0,0,0,0,0,0,0,1
515,516,0,1,1,47.0,0,0,34.0208,0,0,0,1,0,0,0,0,0,0,1
516,517,1,2,0,34.0,0,0,10.5,0,0,0,0,0,1,0,0,0,0,1
517,518,0,3,1,29.69911764705882,0,0,24.15,0,0,0,0,0,0,0,0,0,1,0
518,519,1,2,0,36.0,1,0,26.0,0,0,0,0,0,0,0,0,0,0,1
519,520,0,3,1,32.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,0,1
520,521,1,1,0,30.0,0,0,93.5,0,1,0,0,0,0,0,0,0,0,1
521,522,0,3,1,22.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,0,1
522,523,0,3,1,29.69911764705882,0,0,7.225,0,0,0,0,0,0,0,0,1,0,0
523,524,1,1,0,44.0,0,1,57.9792,0,1,0,0,0,0,0,0,1,0,0
524,525,0,3,1,29.69911764705882,0,0,7.2292,0,0,0,0,0,0,0,0,1,0,0
525,526,0,3,1,40.5,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0
526,527,1,2,0,50.0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,1
527,528,0,1,1,29.69911764705882,0,0,221.7792,0,0,1,0,0,0,0,0,0,0,1
528,529,0,3,1,39.0,0,0,7.925,0,0,0,0,0,0,0,0,0,0,1
529,530,0,2,1,23.0,2,1,11.5,0,0,0,0,0,0,0,0,0,0,1
530,531,1,2,0,2.0,1,1,26.0,0,0,0,0,0,0,0,0,0,0,1
531,532,0,3,1,29.69911764705882,0,0,7.2292,0,0,0,0,0,0,0,0,1,0,0
532,533,0,3,1,17.0,1,1,7.2292,0,0,0,0,0,0,0,0,1,0,0
533,534,1,3,0,29.69911764705882,0,2,22.3583,0,0,0,0,0,0,0,0,1,0,0
534,535,0,3,0,30.0,0,0,8.6625,0,0,0,0,0,0,0,0,0,0,1
535,536,1,2,0,7.0,0,2,26.25,0,0,0,0,0,0,0,0,0,0,1
536,537,0,1,1,45.0,0,0,26.55,0,1,0,0,0,0,0,0,0,0,1
537,538,1,1,0,30.0,0,0,106.425,0,0,0,0,0,0,0,0,1,0,0
538,539,0,3,1,29.69911764705882,0,0,14.5,0,0,0,0,0,0,0,0,0,0,1
539,540,1,1,0,22.0,0,2,49.5,0,1,0,0,0,0,0,0,1,0,0
540,541,1,1,0,36.0,0,2,71.0,0,1,0,0,0,0,0,0,0,0,1
541,542,0,3,0,9.0,4,2,31.275,0,0,0,0,0,0,0,0,0,0,1
542,543,0,3,0,11.0,4,2,31.275,0,0,0,0,0,0,0,0,0,0,1
543,544,1,2,1,32.0,1,0,26.0,0,0,0,0,0,0,0,0,0,0,1
544,545,0,1,1,50.0,1,0,106.425,0,0,1,0,0,0,0,0,1,0,0
545,546,0,1,1,64.0,0,0,26.0,0,0,0,0,0,0,0,0,0,0,1
546,547,1,2,0,19.0,1,0,26.0,0,0,0,0,0,0,0,0,0,0,1
547,548,1,2,1,29.69911764705882,0,0,13.8625,0,0,0,0,0,0,0,0,1,0,0
548,549,0,3,1,33.0,1,1,20.525,0,0,0,0,0,0,0,0,0,0,1
549,550,1,2,1,8.0,1,1,36.75,0,0,0,0,0,0,0,0,0,0,1
550,551,1,1,1,17.0,0,2,110.8833,0,0,1,0,0,0,0,0,1,0,0
551,552,0,2,1,27.0,0,0,26.0,0,0,0,0,0,0,0,0,0,0,1
552,553,0,3,1,29.69911764705882,0,0,7.8292,0,0,0,0,0,0,0,0,0,1,0
553,554,1,3,1,22.0,0,0,7.225,0,0,0,0,0,0,0,0,1,0,0
554,555,1,3,0,22.0,0,0,7.775,0,0,0,0,0,0,0,0,0,0,1
555,556,0,1,1,62.0,0,0,26.55,0,0,0,0,0,0,0,0,0,0,1
556,557,1,1,0,48.0,1,0,39.6,1,0,0,0,0,0,0,0,1,0,0
557,558,0,1,1,29.69911764705882,0,0,227.525,0,0,0,0,0,0,0,0,1,0,0
558,559,1,1,0,39.0,1,1,79.65,0,0,0,0,1,0,0,0,0,0,1
559,560,1,3,0,36.0,1,0,17.4,0,0,0,0,0,0,0,0,0,0,1
560,561,0,3,1,29.69911764705882,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0
561,562,0,3,1,40.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,0,1
562,563,0,2,1,28.0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,1
563,564,0,3,1,29.69911764705882,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
564,565,0,3,0,29.69911764705882,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
565,566,0,3,1,24.0,2,0,24.15,0,0,0,0,0,0,0,0,0,0,1
566,567,0,3,1,19.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,0,1
567,568,0,3,0,29.0,0,4,21.075,0,0,0,0,0,0,0,0,0,0,1
568,569,0,3,1,29.69911764705882,0,0,7.2292,0,0,0,0,0,0,0,0,1,0,0
569,570,1,3,1,32.0,0,0,7.8542,0,0,0,0,0,0,0,0,0,0,1
570,571,1,2,1,62.0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,1
571,572,1,1,0,53.0,2,0,51.4792,0,0,1,0,0,0,0,0,0,0,1
572,573,1,1,1,36.0,0,0,26.3875,0,0,0,0,1,0,0,0,0,0,1
573,574,1,3,0,29.69911764705882,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0
574,575,0,3,1,16.0,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
575,576,0,3,1,19.0,0,0,14.5,0,0,0,0,0,0,0,0,0,0,1
576,577,1,2,0,34.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,1
577,578,1,1,0,39.0,1,0,55.9,0,0,0,0,1,0,0,0,0,0,1
578,579,0,3,0,29.69911764705882,1,0,14.4583,0,0,0,0,0,0,0,0,1,0,0
579,580,1,3,1,32.0,0,0,7.925,0,0,0,0,0,0,0,0,0,0,1
580,581,1,2,0,25.0,1,1,30.0,0,0,0,0,0,0,0,0,0,0,1
581,582,1,1,0,39.0,1,1,110.8833,0,0,1,0,0,0,0,0,1,0,0
582,583,0,2,1,54.0,0,0,26.0,0,0,0,0,0,0,0,0,0,0,1
583,584,0,1,1,36.0,0,0,40.125,1,0,0,0,0,0,0,0,1,0,0
584,585,0,3,1,29.69911764705882,0,0,8.7125,0,0,0,0,0,0,0,0,1,0,0
585,586,1,1,0,18.0,0,2,79.65,0,0,0,0,1,0,0,0,0,0,1
586,587,0,2,1,47.0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,1
587,588,1,1,1,60.0,1,1,79.2,0,1,0,0,0,0,0,0,1,0,0
588,589,0,3,1,22.0,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
589,590,0,3,1,29.69911764705882,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
590,591,0,3,1,35.0,0,0,7.125,0,0,0,0,0,0,0,0,0,0,1
591,592,1,1,0,52.0,1,0,78.2667,0,0,0,1,0,0,0,0,1,0,0
592,593,0,3,1,47.0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,1
593,594,0,3,0,29.69911764705882,0,2,7.75,0,0,0,0,0,0,0,0,0,1,0
594,595,0,2,1,37.0,1,0,26.0,0,0,0,0,0,0,0,0,0,0,1
595,596,0,3,1,36.0,1,1,24.15,0,0,0,0,0,0,0,0,0,0,1
596,597,1,2,0,29.69911764705882,0,0,33.0,0,0,0,0,0,0,0,0,0,0,1
597,598,0,3,1,49.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
598,599,0,3,1,29.69911764705882,0,0,7.225,0,0,0,0,0,0,0,0,1,0,0
599,600,1,1,1,49.0,1,0,56.9292,1,0,0,0,0,0,0,0,1,0,0
600,601,1,2,0,24.0,2,1,27.0,0,0,0,0,0,0,0,0,0,0,1
601,602,0,3,1,29.69911764705882,0,0,7.8958,0,0,0,0,0,0,0,0,0,0,1
602,603,0,1,1,29.69911764705882,0,0,42.4,0,0,0,0,0,0,0,0,0,0,1
603,604,0,3,1,44.0,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
604,605,1,1,1,35.0,0,0,26.55,0,0,0,0,0,0,0,0,1,0,0
605,606,0,3,1,36.0,1,0,15.55,0,0,0,0,0,0,0,0,0,0,1
606,607,0,3,1,30.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,0,1
607,608,1,1,1,27.0,0,0,30.5,0,0,0,0,0,0,0,0,0,0,1
608,609,1,2,0,22.0,1,2,41.5792,0,0,0,0,0,0,0,0,1,0,0
609,610,1,1,0,40.0,0,0,153.4625,0,0,1,0,0,0,0,0,0,0,1
610,611,0,3,0,39.0,1,5,31.275,0,0,0,0,0,0,0,0,0,0,1
611,612,0,3,1,29.69911764705882,0,0,7.05,0,0,0,0,0,0,0,0,0,0,1
612,613,1,3,0,29.69911764705882,1,0,15.5,0,0,0,0,0,0,0,0,0,1,0
613,614,0,3,1,29.69911764705882,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0
614,615,0,3,1,35.0,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1
615,616,1,2,0,24.0,1,2,65.0,0,0,0,0,0,0,0,0,0,0,1
616,617,0,3,1,34.0,1,1,14.4,0,0,0,0,0,0,0,0,0,0,1
617,618,0,3,0,26.0,1,0,16.1,0,0,0,0,0,0,0,0,0,0,1
618,619,1,2,0,4.0,2,1,39.0,0,0,0,0,0,1,0,0,0,0,1
619,620,0,2,1,26.0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,1
620,621,0,3,1,27.0,1,0,14.4542,0,0,0,0,0,0,0,0,1,0,0
621,622,1,1,1,42.0,1,0,52.5542,0,0,0,1,0,0,0,0,0,0,1
622,623,1,3,1,20.0,1,1,15.7417,0,0,0,0,0,0,0,0,1,0,0
623,624,0,3,1,21.0,0,0,7.8542,0,0,0,0,0,0,0,0,0,0,1
624,625,0,3,1,21.0,0,0,16.1,0,0,0,0,0,0,0,0,0,0,1
625,626,0,1,1,61.0,0,0,32.3208,0,0,0,1,0,0,0,0,0,0,1
626,627,0,2,1,57.0,0,0,12.35,0,0,0,0,0,0,0,0,0,1,0
627,628,1,1,0,21.0,0,0,77.9583,0,0,0,1,0,0,0,0,0,0,1
628,629,0,3,1,26.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,0,1
629,630,0,3,1,29.69911764705882,0,0,7.7333,0,0,0,0,0,0,0,0,0,1,0
630,631,1,1,1,80.0,0,0,30.0,1,0,0,0,0,0,0,0,0,0,1
631,632,0,3,1,51.0,0,0,7.0542,0,0,0,0,0,0,0,0,0,0,1
632,633,1,1,1,32.0,0,0,30.5,0,1,0,0,0,0,0,0,1,0,0
633,634,0,1,1,29.69911764705882,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
634,635,0,3,0,9.0,3,2,27.9,0,0,0,0,0,0,0,0,0,0,1
635,636,1,2,0,28.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,1
636,637,0,3,1,32.0,0,0,7.925,0,0,0,0,0,0,0,0,0,0,1
637,638,0,2,1,31.0,1,1,26.25,0,0,0,0,0,0,0,0,0,0,1
638,639,0,3,0,41.0,0,5,39.6875,0,0,0,0,0,0,0,0,0,0,1
639,640,0,3,1,29.69911764705882,1,0,16.1,0,0,0,0,0,0,0,0,0,0,1
640,641,0,3,1,20.0,0,0,7.8542,0,0,0,0,0,0,0,0,0,0,1
641,642,1,1,0,24.0,0,0,69.3,0,1,0,0,0,0,0,0,1,0,0
642,643,0,3,0,2.0,3,2,27.9,0,0,0,0,0,0,0,0,0,0,1
643,644,1,3,1,29.69911764705882,0,0,56.4958,0,0,0,0,0,0,0,0,0,0,1
644,645,1,3,0,0.75,2,1,19.2583,0,0,0,0,0,0,0,0,1,0,0
645,646,1,1,1,48.0,1,0,76.7292,0,0,0,1,0,0,0,0,1,0,0
646,647,0,3,1,19.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,0,1
647,648,1,1,1,56.0,0,0,35.5,1,0,0,0,0,0,0,0,1,0,0
648,649,0,3,1,29.69911764705882,0,0,7.55,0,0,0,0,0,0,0,0,0,0,1
649,650,1,3,0,23.0,0,0,7.55,0,0,0,0,0,0,0,0,0,0,1
650,651,0,3,1,29.69911764705882,0,0,7.8958,0,0,0,0,0,0,0,0,0,0,1
651,652,1,2,0,18.0,0,1,23.0,0,0,0,0,0,0,0,0,0,0,1
652,653,0,3,1,21.0,0,0,8.4333,0,0,0,0,0,0,0,0,0,0,1
653,654,1,3,0,29.69911764705882,0,0,7.8292,0,0,0,0,0,0,0,0,0,1,0
654,655,0,3,0,18.0,0,0,6.75,0,0,0,0,0,0,0,0,0,1,0
655,656,0,2,1,24.0,2,0,73.5,0,0,0,0,0,0,0,0,0,0,1
656,657,0,3,1,29.69911764705882,0,0,7.8958,0,0,0,0,0,0,0,0,0,0,1
657,658,0,3,0,32.0,1,1,15.5,0,0,0,0,0,0,0,0,0,1,0
658,659,0,2,1,23.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,1
659,660,0,1,1,58.0,0,2,113.275,0,0,0,1,0,0,0,0,1,0,0
660,661,1,1,1,50.0,2,0,133.65,0,0,0,0,0,0,0,0,0,0,1
661,662,0,3,1,40.0,0,0,7.225,0,0,0,0,0,0,0,0,1,0,0
662,663,0,1,1,47.0,0,0,25.5875,0,0,0,0,1,0,0,0,0,0,1
663,664,0,3,1,36.0,0,0,7.4958,0,0,0,0,0,0,0,0,0,0,1
664,665,1,3,1,20.0,1,0,7.925,0,0,0,0,0,0,0,0,0,0,1
665,666,0,2,1,32.0,2,0,73.5,0,0,0,0,0,0,0,0,0,0,1
